Ref_Date,GEO,Geographical classification,AGE,SEX,UNIT,Vector,Coordinate,Value
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53828813,55.2.1.3,19.0
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53828813,55.2.1.3,20.0
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53828813,55.2.1.3,20.2
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53828813,55.2.1.3,20.3
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from the Canada rate (number),v53828814,55.2.1.4,0.0
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from the Canada rate (number),v53828814,55.2.1.4,1.0
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from the Canada rate (number),v53828814,55.2.1.4,1.0
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from the Canada rate (number),v53828814,55.2.1.4,1.0
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53828815,55.2.1.7,..
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53828815,55.2.1.7,1.0
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53828815,55.2.1.7,..
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53828815,55.2.1.7,..
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Males,Life expectancy,v53828816,55.2.2.1,17.2
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Males,Life expectancy,v53828816,55.2.2.1,18.3
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Males,Life expectancy,v53828816,55.2.2.1,18.5
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Males,Life expectancy,v53828816,55.2.2.1,18.7
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Males,"Low 95% confidence interval, life expectancy",v53828817,55.2.2.2,17.1
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Males,"Low 95% confidence interval, life expectancy",v53828817,55.2.2.2,18.3
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Males,"Low 95% confidence interval, life expectancy",v53828817,55.2.2.2,18.5
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Males,"Low 95% confidence interval, life expectancy",v53828817,55.2.2.2,18.6
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Males,"High 95% confidence interval, life expectancy",v53828818,55.2.2.3,17.2
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Males,"High 95% confidence interval, life expectancy",v53828818,55.2.2.3,18.3
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Males,"High 95% confidence interval, life expectancy",v53828818,55.2.2.3,18.6
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Males,"High 95% confidence interval, life expectancy",v53828818,55.2.2.3,18.7
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from the Canada rate (number),v53828819,55.2.2.4,1.0
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from the Canada rate (number),v53828819,55.2.2.4,1.0
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from the Canada rate (number),v53828819,55.2.2.4,1.0
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from the Canada rate (number),v53828819,55.2.2.4,1.0
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from reference period five years previous (number),v53828820,55.2.2.7,..
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from reference period five years previous (number),v53828820,55.2.2.7,1.0
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from reference period five years previous (number),v53828820,55.2.2.7,..
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Males,Statistically different from reference period five years previous (number),v53828820,55.2.2.7,..
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Females,Life expectancy,v53828821,55.2.3.1,20.4
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Females,Life expectancy,v53828821,55.2.3.1,21.3
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Females,Life expectancy,v53828821,55.2.3.1,21.6
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Females,Life expectancy,v53828821,55.2.3.1,21.7
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Females,"Low 95% confidence interval, life expectancy",v53828822,55.2.3.2,20.4
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Females,"Low 95% confidence interval, life expectancy",v53828822,55.2.3.2,21.3
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Females,"Low 95% confidence interval, life expectancy",v53828822,55.2.3.2,21.5
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Females,"Low 95% confidence interval, life expectancy",v53828822,55.2.3.2,21.7
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Females,"High 95% confidence interval, life expectancy",v53828823,55.2.3.3,20.5
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Females,"High 95% confidence interval, life expectancy",v53828823,55.2.3.3,21.4
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Females,"High 95% confidence interval, life expectancy",v53828823,55.2.3.3,21.6
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Females,"High 95% confidence interval, life expectancy",v53828823,55.2.3.3,21.7
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from the Canada rate (number),v53828824,55.2.3.4,-1.0
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from the Canada rate (number),v53828824,55.2.3.4,0.0
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from the Canada rate (number),v53828824,55.2.3.4,1.0
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from the Canada rate (number),v53828824,55.2.3.4,1.0
2000/2002,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from reference period five years previous (number),v53828825,55.2.3.7,..
2005/2007,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from reference period five years previous (number),v53828825,55.2.3.7,1.0
2006/2008,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from reference period five years previous (number),v53828825,55.2.3.7,..
2007/2009,Ontario by Local Health Integration Network,35,At age 65,Females,Statistically different from reference period five years previous (number),v53828825,55.2.3.7,..
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Life expectancy,v53828826,56.1.1.1,78.9
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Life expectancy,v53828826,56.1.1.1,80.1
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Life expectancy,v53828826,56.1.1.1,80.1
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Life expectancy,v53828826,56.1.1.1,80.3
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53828827,56.1.1.2,78.7
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53828827,56.1.1.2,79.9
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53828827,56.1.1.2,79.9
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53828827,56.1.1.2,80.1
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53828828,56.1.1.3,79.1
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53828828,56.1.1.3,80.3
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53828828,56.1.1.3,80.3
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53828828,56.1.1.3,80.5
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the Canada rate (number),v53828829,56.1.1.4,-1.0
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the Canada rate (number),v53828829,56.1.1.4,-1.0
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the Canada rate (number),v53828829,56.1.1.4,-1.0
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the Canada rate (number),v53828829,56.1.1.4,-1.0
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the provincial rate (number),v53828830,56.1.1.5,-1.0
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the provincial rate (number),v53828830,56.1.1.5,-1.0
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the provincial rate (number),v53828830,56.1.1.5,-1.0
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from the provincial rate (number),v53828830,56.1.1.5,-1.0
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from reference period five years previous (number),v53828831,56.1.1.7,..
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from reference period five years previous (number),v53828831,56.1.1.7,1.0
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from reference period five years previous (number),v53828831,56.1.1.7,..
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Both sexes,Statistically different from reference period five years previous (number),v53828831,56.1.1.7,..
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Life expectancy,v53828832,56.1.2.1,76.4
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Life expectancy,v53828832,56.1.2.1,77.9
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Life expectancy,v53828832,56.1.2.1,78.0
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Life expectancy,v53828832,56.1.2.1,78.2
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"Low 95% confidence interval, life expectancy",v53828833,56.1.2.2,76.1
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"Low 95% confidence interval, life expectancy",v53828833,56.1.2.2,77.6
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"Low 95% confidence interval, life expectancy",v53828833,56.1.2.2,77.7
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"Low 95% confidence interval, life expectancy",v53828833,56.1.2.2,77.9
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"High 95% confidence interval, life expectancy",v53828834,56.1.2.3,76.7
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"High 95% confidence interval, life expectancy",v53828834,56.1.2.3,78.2
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"High 95% confidence interval, life expectancy",v53828834,56.1.2.3,78.2
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,"High 95% confidence interval, life expectancy",v53828834,56.1.2.3,78.4
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the Canada rate (number),v53828835,56.1.2.4,-1.0
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the Canada rate (number),v53828835,56.1.2.4,-1.0
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the Canada rate (number),v53828835,56.1.2.4,-1.0
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the Canada rate (number),v53828835,56.1.2.4,-1.0
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the provincial rate (number),v53828836,56.1.2.5,-1.0
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the provincial rate (number),v53828836,56.1.2.5,-1.0
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the provincial rate (number),v53828836,56.1.2.5,-1.0
2007/2009,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from the provincial rate (number),v53828836,56.1.2.5,-1.0
2000/2002,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from reference period five years previous (number),v53828837,56.1.2.7,..
2005/2007,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from reference period five years previous (number),v53828837,56.1.2.7,1.0
2006/2008,"Erie St. Clair Health Integration Network, Ontario",3501,At birth,Males,Statistically different from reference period five years previous (number),v53828837,56.1.2.7,..
